start,end,speaker
0.03096875,23.622218750000002,SPEAKER_00
24.195968750000002,43.04534375,SPEAKER_00
43.45034375,60.73034375,SPEAKER_00
63.04221875,64.39221875,SPEAKER_01
64.76346875,85.67159375,SPEAKER_00
87.64596875000001,100.26846875000001,SPEAKER_01
100.60596875,121.73346875000001,SPEAKER_01
122.22284375000001,134.27159375000002,SPEAKER_01
134.45721875,140.11034375,SPEAKER_01
140.29596875000001,145.71284375000002,SPEAKER_01
146.01659375,161.23784375,SPEAKER_01
161.79471875000002,163.88721875000002,SPEAKER_01
164.25846875000002,193.75596875000002,SPEAKER_01
193.75596875000002,210.52971875,SPEAKER_00
212.67284375000003,232.68659375000001,SPEAKER_01
230.37471875000003,231.97784375,SPEAKER_00
234.18846875000003,241.30971875,SPEAKER_01
237.27659375000002,237.78284375,SPEAKER_00
239.38596875000002,251.24909375000001,SPEAKER_00
246.79409375,247.08096875,SPEAKER_01
252.98721875,286.53471875,SPEAKER_01
286.78784375000004,311.61096875000004,SPEAKER_00
313.56846875,337.12596875,SPEAKER_01
337.49721875,342.54284375000003,SPEAKER_01
342.96471875000003,358.05096875000004,SPEAKER_01
358.25346875,390.68721875,SPEAKER_01
390.68721875,400.64346875,SPEAKER_00
403.03971875,445.48034375000003,SPEAKER_01
445.48034375000003,468.97034375000004,SPEAKER_00
470.55659375000005,505.96034375000005,SPEAKER_01
506.95596875,521.16471875,SPEAKER_00
