frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
16527, 1, 688.583, 0.98, 1, 0.00, 0.00, 0.46, 0.00, 2.25, 2.16, 1.10, 1.28, 2.73, 0.71, 0.37, 0.00, 0.00, 0.53, 0.00, 0.00, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16528, 0, 688.625, 0.98, 1, 0.00, 0.00, 0.08, 0.00, 2.11, 1.86, 1.40, 0.73, 2.20, 1.31, 0.19, 0.65, 0.81, 0.46, 0.75, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16528, 1, 688.625, 0.98, 1, 0.19, 0.00, 0.46, 0.00, 2.13, 2.06, 1.11, 1.28, 2.75, 1.01, 0.26, 0.00, 0.00, 0.58, 0.00, 0.00, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16529, 0, 688.667, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 1.93, 1.76, 1.35, 0.47, 2.06, 1.37, 0.15, 0.51, 0.92, 0.46, 0.77, 0.00, 0.00, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16529, 1, 688.667, 0.98, 1, 0.00, 0.00, 0.53, 0.00, 2.15, 1.80, 1.00, 1.40, 2.64, 0.77, 0.32, 0.00, 0.00, 0.57, 0.00, 0.00, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16530, 0, 688.708, 0.98, 1, 0.00, 0.00, 0.30, 0.00, 1.93, 1.69, 1.24, 0.52, 2.00, 1.63, 0.30, 0.48, 0.36, 0.42, 0.77, 0.00, 0.03, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16530, 1, 688.708, 0.98, 1, 0.00, 0.00, 0.21, 0.00, 1.92, 1.68, 0.72, 0.86, 2.49, 1.02, 0.27, 0.00, 0.00, 0.45, 0.00, 0.00, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
16531, 0, 688.750, 0.98, 1, 0.00, 0.00, 0.49, 0.00, 1.75, 1.97, 1.12, 0.54, 2.04, 1.47, 0.30, 0.38, 0.57, 0.56, 0.88, 0.00, 0.12, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
16531, 1, 688.750, 0.98, 1, 0.00, 0.00, 0.54, 0.00, 1.97, 1.74, 0.69, 0.88, 2.55, 0.92, 0.32, 0.00, 0.00, 0.40, 0.00, 0.00, 0.05, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16532, 0, 688.792, 0.98, 1, 0.00, 0.00, 0.47, 0.00, 1.81, 1.64, 0.96, 0.61, 2.04, 1.54, 0.43, 0.19, 0.53, 0.56, 0.93, 0.00, 0.18, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
16532, 1, 688.792, 0.93, 1, 0.00, 0.00, 0.29, 0.00, 2.00, 1.39, 0.61, 0.78, 2.50, 0.88, 0.36, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16533, 0, 688.833, 0.98, 1, 0.00, 0.00, 0.53, 0.00, 1.80, 1.15, 1.06, 0.67, 1.97, 1.44, 0.15, 0.00, 0.17, 0.40, 1.33, 0.00, 0.08, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
16533, 1, 688.833, 0.98, 1, 0.00, 0.00, 0.54, 0.00, 2.13, 2.16, 0.87, 1.05, 2.60, 1.01, 0.30, 0.00, 0.00, 0.52, 0.00, 0.00, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16534, 0, 688.875, 0.98, 1, 0.00, 0.00, 0.29, 0.00, 1.73, 1.71, 1.17, 0.98, 1.97, 1.23, 0.03, 0.00, 0.21, 0.28, 1.88, 0.20, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
16534, 1, 688.875, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 2.05, 1.71, 0.95, 1.03, 2.55, 0.93, 0.36, 0.00, 0.00, 0.58, 0.00, 0.00, 0.09, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16535, 0, 688.917, 0.98, 1, 0.00, 0.00, 0.33, 0.00, 1.70, 1.31, 1.08, 1.02, 2.00, 1.13, 0.00, 0.00, 0.31, 0.30, 1.99, 0.46, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0
16535, 1, 688.917, 0.98, 1, 0.16, 0.00, 0.34, 0.00, 2.15, 1.98, 1.06, 1.34, 2.64, 0.98, 0.38, 0.00, 0.00, 0.52, 0.00, 0.00, 0.06, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16536, 0, 688.958, 0.98, 1, 0.00, 0.00, 0.46, 0.00, 1.76, 1.42, 1.24, 1.32, 2.05, 1.20, 0.00, 0.00, 0.26, 0.23, 2.21, 0.76, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
16536, 1, 688.958, 0.98, 1, 0.00, 0.00, 0.38, 0.00, 2.11, 1.79, 1.01, 1.17, 2.61, 0.99, 0.39, 0.00, 0.00, 0.55, 0.00, 0.00, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16537, 0, 689.000, 0.98, 1, 0.00, 0.00, 0.39, 0.00, 1.69, 1.42, 1.08, 1.13, 1.96, 1.14, 0.00, 0.00, 0.17, 0.25, 2.18, 0.77, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0
16537, 1, 689.000, 0.98, 1, 0.00, 0.00, 0.46, 0.00, 2.13, 1.77, 1.20, 1.44, 2.57, 0.97, 0.41, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16538, 0, 689.042, 0.98, 1, 0.00, 0.00, 0.42, 0.00, 1.56, 1.23, 1.34, 0.85, 1.67, 1.25, 0.01, 0.00, 0.16, 0.22, 1.73, 0.81, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
16538, 1, 689.042, 0.98, 1, 0.00, 0.00, 0.44, 0.00, 2.15, 1.64, 1.07, 1.28, 2.55, 0.82, 0.33, 0.00, 0.00, 0.53, 0.00, 0.00, 0.04, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16539, 0, 689.083, 0.98, 1, 0.00, 0.00, 0.32, 0.00, 1.42, 1.36, 1.33, 0.74, 1.50, 1.37, 0.17, 0.11, 0.42, 0.40, 1.01, 0.53, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0
16539, 1, 689.083, 0.98, 1, 0.00, 0.00, 0.39, 0.00, 2.12, 1.49, 1.08, 1.33, 2.58, 0.78, 0.38, 0.00, 0.00, 0.53, 0.00, 0.00, 0.03, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16540, 0, 689.125, 0.98, 1, 0.00, 0.00, 0.42, 0.00, 1.24, 1.69, 1.29, 0.81, 1.30, 1.28, 0.43, 0.41, 0.52, 0.51, 0.63, 0.13, 0.47, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16540, 1, 689.125, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 2.07, 1.59, 1.00, 1.54, 2.56, 0.76, 0.37, 0.00, 0.00, 0.48, 0.00, 0.00, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
16541, 0, 689.167, 0.98, 1, 0.00, 0.00, 0.31, 0.00, 1.01, 1.12, 1.01, 0.74, 1.34, 1.23, 0.46, 0.49, 0.88, 0.35, 0.61, 0.21, 1.31, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16541, 1, 689.167, 0.98, 1, 0.00, 0.00, 0.41, 0.00, 2.23, 1.82, 1.27, 1.36, 2.52, 0.77, 0.47, 0.00, 0.08, 0.41, 0.00, 0.00, 0.08, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16542, 0, 689.208, 0.98, 1, 0.00, 0.00, 0.43, 0.00, 1.24, 1.69, 1.28, 0.70, 1.32, 1.50, 0.43, 0.42, 0.74, 0.31, 0.62, 0.04, 1.34, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16542, 1, 689.208, 0.98, 1, 0.00, 0.00, 0.42, 0.00, 2.36, 1.94, 1.12, 1.44, 2.59, 0.95, 0.37, 0.00, 0.03, 0.45, 0.00, 0.00, 0.16, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16543, 0, 689.250, 0.98, 1, 0.00, 0.00, 0.41, 0.00, 1.36, 1.67, 1.40, 0.87, 1.33, 1.06, 0.53, 0.48, 0.60, 0.39, 0.62, 0.18, 0.69, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0
16543, 1, 689.250, 0.98, 1, 0.00, 0.00, 0.41, 0.00, 2.34, 2.02, 1.20, 1.54, 2.72, 1.09, 0.45, 0.00, 0.00, 0.56, 0.00, 0.00, 0.19, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16544, 0, 689.292, 0.98, 1, 0.00, 0.00, 0.37, 0.00, 1.46, 1.82, 1.41, 0.56, 1.15, 1.11, 0.50, 0.33, 0.68, 0.35, 0.47, 0.12, 0.42, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16544, 1, 689.292, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 2.30, 2.01, 1.18, 1.38, 2.63, 1.06, 0.43, 0.00, 0.14, 0.40, 0.00, 0.00, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16545, 0, 689.333, 0.98, 1, 0.00, 0.00, 0.36, 0.00, 1.33, 1.50, 1.34, 0.67, 1.12, 1.11, 0.45, 0.30, 0.73, 0.29, 0.51, 0.09, 0.21, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16545, 1, 689.333, 0.98, 1, 0.00, 0.00, 0.38, 0.00, 2.26, 1.83, 1.08, 1.28, 2.63, 1.02, 0.37, 0.00, 0.10, 0.49, 0.00, 0.00, 0.08, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16546, 0, 689.375, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.34, 1.57, 1.27, 0.88, 1.14, 1.02, 0.54, 0.61, 1.14, 0.27, 0.49, 0.00, 0.12, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16546, 1, 689.375, 0.98, 1, 0.00, 0.00, 0.26, 0.00, 2.27, 1.86, 1.22, 1.34, 2.58, 1.14, 0.40, 0.00, 0.00, 0.45, 0.00, 0.00, 0.15, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16547, 0, 689.417, 0.98, 1, 0.00, 0.00, 0.19, 0.00, 1.36, 1.82, 1.29, 0.83, 1.26, 1.15, 0.60, 0.60, 0.98, 0.23, 0.54, 0.09, 0.13, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16547, 1, 689.417, 0.98, 1, 0.00, 0.00, 0.35, 0.00, 2.22, 1.76, 1.29, 1.31, 2.59, 1.05, 0.39, 0.00, 0.00, 0.55, 0.00, 0.00, 0.17, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16548, 0, 689.458, 0.98, 1, 0.00, 0.00, 0.19, 0.00, 1.37, 1.67, 1.30, 0.68, 1.29, 1.24, 0.67, 0.50, 0.99, 0.31, 0.54, 0.07, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16548, 1, 689.458, 0.98, 1, 0.00, 0.00, 0.47, 0.00, 2.28, 2.05, 1.33, 1.43, 2.59, 0.96, 0.35, 0.00, 0.00, 0.42, 0.00, 0.00, 0.10, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16549, 0, 689.500, 0.98, 1, 0.00, 0.00, 0.27, 0.00, 1.21, 1.62, 1.13, 0.65, 1.22, 1.26, 0.60, 0.65, 0.82, 0.38, 0.51, 0.24, 0.03, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16549, 1, 689.500, 0.98, 1, 0.00, 0.00, 0.51, 0.00, 2.25, 2.03, 1.18, 1.34, 2.63, 1.07, 0.32, 0.00, 0.00, 0.49, 0.00, 0.00, 0.07, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
16550, 0, 689.542, 0.98, 1, 0.00, 0.00, 0.29, 0.00, 1.39, 1.68, 1.28, 0.63, 1.27, 1.32, 0.63, 0.60, 0.92, 0.34, 0.56, 0.02, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16550, 1, 689.542, 0.98, 1, 0.00, 0.00, 0.33, 0.00, 2.22, 1.72, 1.08, 1.18, 2.61, 0.98, 0.39, 0.00, 0.00, 0.35, 0.00, 0.00, 0.38, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16551, 0, 689.583, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.30, 1.56, 1.29, 0.65, 1.32, 1.31, 0.57, 0.49, 0.67, 0.31, 0.58, 0.04, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16551, 1, 689.583, 0.98, 1, 0.00, 0.00, 0.15, 0.00, 2.14, 1.18, 0.84, 1.36, 2.58, 0.87, 0.43, 0.00, 0.18, 0.37, 0.00, 0.00, 1.24, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
16552, 0, 689.625, 0.98, 1, 0.00, 0.00, 0.37, 0.00, 1.44, 1.85, 1.30, 0.67, 1.38, 0.98, 0.55, 0.51, 0.98, 0.22, 0.51, 0.03, 0.03, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16552, 1, 689.625, 0.98, 1, 0.14, 0.00, 0.17, 0.00, 1.97, 1.06, 0.89, 1.35, 2.58, 0.80, 0.45, 0.00, 0.19, 0.24, 0.04, 0.00, 1.61, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16553, 0, 689.667, 0.98, 1, 0.00, 0.00, 0.09, 0.00, 1.35, 1.77, 0.90, 0.58, 1.43, 1.07, 0.53, 0.70, 0.57, 0.43, 0.40, 0.01, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16553, 1, 689.667, 0.98, 1, 0.05, 0.00, 0.19, 0.00, 1.89, 1.04, 1.03, 1.21, 2.55, 0.66, 0.45, 0.00, 0.11, 0.40, 0.00, 0.00, 1.63, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
16554, 0, 689.708, 0.98, 1, 0.00, 0.00, 0.17, 0.00, 1.25, 1.69, 0.85, 0.53, 1.36, 1.02, 0.48, 0.60, 0.65, 0.39, 0.36, 0.12, 0.01, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16554, 1, 689.708, 0.98, 1, 0.00, 0.00, 0.20, 0.00, 1.85, 0.78, 0.92, 1.17, 2.55, 0.66, 0.44, 0.00, 0.00, 0.19, 0.02, 0.00, 1.63, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16555, 0, 689.750, 0.98, 1, 0.00, 0.00, 0.05, 0.00, 1.22, 1.40, 0.87, 0.40, 1.29, 0.91, 0.46, 0.60, 0.61, 0.23, 0.30, 0.05, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16555, 1, 689.750, 0.93, 1, 0.16, 0.00, 0.48, 0.00, 1.88, 1.27, 1.01, 1.23, 2.48, 0.91, 0.45, 0.00, 0.00, 0.14, 0.08, 0.00, 1.53, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16556, 0, 689.792, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.18, 1.47, 0.83, 0.55, 1.39, 1.20, 0.46, 0.59, 0.53, 0.43, 0.31, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16556, 1, 689.792, 0.93, 1, 0.19, 0.00, 0.40, 0.00, 1.91, 0.86, 0.97, 1.33, 2.55, 0.87, 0.44, 0.00, 0.08, 0.19, 0.11, 0.00, 1.33, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16557, 0, 689.833, 0.98, 1, 0.00, 0.00, 0.26, 0.00, 1.25, 1.47, 0.85, 0.39, 1.44, 1.23, 0.41, 0.56, 0.23, 0.43, 0.30, 0.00, 0.24, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16557, 1, 689.833, 0.93, 1, 0.13, 0.00, 0.47, 0.00, 1.96, 0.88, 1.07, 1.36, 2.53, 0.99, 0.40, 0.00, 0.08, 0.23, 0.14, 0.00, 1.29, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16558, 0, 689.875, 0.98, 1, 0.00, 0.00, 0.32, 0.00, 1.07, 1.18, 0.83, 0.36, 1.55, 1.04, 0.32, 0.43, 0.33, 0.29, 0.43, 0.00, 1.29, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16558, 1, 689.875, 0.93, 1, 0.14, 0.00, 0.28, 0.00, 1.82, 0.88, 0.98, 1.32, 2.54, 0.79, 0.25, 0.00, 0.02, 0.10, 0.13, 0.00, 1.41, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16559, 0, 689.917, 0.98, 1, 0.00, 0.00, 0.32, 0.00, 1.18, 1.05, 0.89, 0.56, 1.60, 0.87, 0.22, 0.39, 0.44, 0.30, 0.51, 0.00, 1.41, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16559, 1, 689.917, 0.93, 1, 0.07, 0.00, 0.41, 0.00, 1.73, 1.38, 1.13, 1.32, 2.40, 0.61, 0.28, 0.00, 0.19, 0.14, 0.16, 0.00, 1.45, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
16560, 0, 689.958, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.01, 1.02, 0.71, 0.36, 1.59, 1.03, 0.17, 0.30, 0.47, 0.28, 0.47, 0.00, 1.36, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16560, 1, 689.958, 0.93, 1, 0.23, 0.00, 0.29, 0.00, 1.77, 1.53, 0.86, 1.28, 2.58, 0.60, 0.13, 0.00, 0.08, 0.25, 0.00, 0.00, 1.44, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
16561, 0, 690.000, 0.98, 1, 0.00, 0.00, 0.21, 0.00, 1.10, 0.76, 0.66, 0.47, 1.66, 1.00, 0.21, 0.27, 0.42, 0.20, 0.51, 0.00, 1.29, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
16561, 1, 690.000, 0.93, 1, 0.26, 0.00, 0.60, 0.00, 1.75, 1.32, 1.03, 1.34, 2.56, 0.56, 0.04, 0.00, 0.00, 0.18, 0.06, 0.00, 1.41, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
16562, 0, 690.042, 0.98, 1, 0.00, 0.00, 0.23, 0.00, 1.08, 1.28, 0.62, 0.42, 1.69, 0.92, 0.18, 0.28, 0.41, 0.36, 0.47, 0.00, 1.46, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
