start_time,end_time,speaker
0.16,23.76,SPEAKER_00
24.24,43.44,SPEAKER_00
43.52,60.8,SPEAKER_00
63.12,64.48,SPEAKER_01
64.72,85.76,SPEAKER_00
87.68,194.24,SPEAKER_01
133.84,134.08,SPEAKER_00
183.2,183.44,SPEAKER_00
194.08,210.64,SPEAKER_00
212.72,232.8,SPEAKER_01
230.48,231.84,SPEAKER_00
234.24,241.44,SPEAKER_01
237.36,237.76,SPEAKER_00
239.52,251.36,SPEAKER_00
246.8,247.2,SPEAKER_01
253.04,286.64,SPEAKER_01
274.88,275.04,SPEAKER_00
286.72,311.76,SPEAKER_00
313.52,390.64,SPEAKER_01
390.64,400.8,SPEAKER_00
394.16,394.32,SPEAKER_01
403.04,445.84,SPEAKER_01
445.44,469.12,SPEAKER_00
470.56,506.0,SPEAKER_01
503.04,503.12,SPEAKER_00
506.96,521.51,SPEAKER_00
