start_time,end_time,speaker
1.36,4.8,SPEAKER_0
5.28,6.72,SPEAKER_0
7.28,8.8,SPEAKER_1
20.72,24.72,SPEAKER_1
31.84,32.64,SPEAKER_0
37.12,42.96,SPEAKER_0
43.52,44.72,SPEAKER_0
45.92,46.64,SPEAKER_0
47.36,50.96,SPEAKER_0
50.96,51.28,SPEAKER_1
51.36,54.48,SPEAKER_0
55.84,57.52,SPEAKER_0
58.08,66.8,SPEAKER_0
62.08,62.4,SPEAKER_1
68.4,70.64,SPEAKER_0
71.68,74.0,SPEAKER_0
74.8,75.52,SPEAKER_0
76.56,77.12,SPEAKER_1
77.2,84.4,SPEAKER_0
82.48,82.8,SPEAKER_1
85.12,85.68,SPEAKER_0
86.4,86.56,SPEAKER_0
87.04,92.4,SPEAKER_0
92.72,99.36,SPEAKER_0
103.36,104.72,SPEAKER_0
105.84,108.64,SPEAKER_0
113.68,116.0,SPEAKER_0
116.48,118.96,SPEAKER_0
118.96,119.6,SPEAKER_1
121.68,127.04,SPEAKER_0
126.16,127.2,SPEAKER_1
127.76,130.48,SPEAKER_0
130.88,133.12,SPEAKER_0
133.76,134.48,SPEAKER_0
135.2,143.84,SPEAKER_0
145.12,145.84,SPEAKER_1
146.08,146.88,SPEAKER_1
147.04,147.44,SPEAKER_0
147.2,148.96,SPEAKER_1
148.96,149.44,SPEAKER_0
150.16,153.36,SPEAKER_0
154.0,154.96,SPEAKER_0
155.52,155.92,SPEAKER_0
164.0,164.72,SPEAKER_1
165.04,165.36,SPEAKER_1
167.44,168.08,SPEAKER_1
167.68,168.4,SPEAKER_0
168.4,169.6,SPEAKER_1
169.36,171.52,SPEAKER_0
172.8,173.76,SPEAKER_0
172.96,173.28,SPEAKER_1
179.28,179.76,SPEAKER_1
182.48,184.08,SPEAKER_1
184.48,185.76,SPEAKER_1
187.04,187.6,SPEAKER_1
191.6,193.44,SPEAKER_1
195.76,196.56,SPEAKER_1
201.44,204.24,SPEAKER_1
205.28,207.12,SPEAKER_1
207.28,209.76,SPEAKER_1
210.8,216.16,SPEAKER_1
216.72,227.76,SPEAKER_1
227.52,227.84,SPEAKER_0
228.0,228.72,SPEAKER_1
229.68,237.6,SPEAKER_1
238.4,241.2,SPEAKER_1
241.84,244.72,SPEAKER_1
245.36,248.24,SPEAKER_1
248.48,248.56,SPEAKER_0
248.56,249.04,SPEAKER_1
249.36,251.44,SPEAKER_1
251.92,252.64,SPEAKER_1
254.64,256.56,SPEAKER_1
256.72,257.12,SPEAKER_0
257.04,267.04,SPEAKER_1
268.0,274.88,SPEAKER_1
275.28,277.12,SPEAKER_1
277.44,277.68,SPEAKER_0
277.68,278.96,SPEAKER_1
277.76,277.84,SPEAKER_0
279.44,284.88,SPEAKER_1
284.96,285.44,SPEAKER_0
285.36,289.28,SPEAKER_1
289.68,296.88,SPEAKER_1
297.92,300.07,SPEAKER_1
300.0,303.52,SPEAKER_0
303.68,304.24,SPEAKER_1
304.4,308.88,SPEAKER_0
308.56,308.64,SPEAKER_1
309.28,312.0,SPEAKER_0
312.4,312.56,SPEAKER_0
312.64,316.8,SPEAKER_0
317.44,319.28,SPEAKER_0
320.24,324.96,SPEAKER_0
325.44,329.84,SPEAKER_0
331.2,335.6,SPEAKER_0
336.88,337.12,SPEAKER_0
339.76,341.04,SPEAKER_1
340.96,341.2,SPEAKER_0
353.36,355.44,SPEAKER_0
356.15999999999997,357.12,SPEAKER_0
371.44,377.12,SPEAKER_1
377.36,377.76,SPEAKER_0
377.84000000000003,378.32,SPEAKER_1
379.12,380.08,SPEAKER_1
381.52,383.44,SPEAKER_1
383.52,386.96,SPEAKER_1
388.15999999999997,389.2,SPEAKER_1
397.76,398.56,SPEAKER_1
401.28,404.32,SPEAKER_1
406.4,407.84000000000003,SPEAKER_1
411.12,412.0,SPEAKER_0
412.56,412.96,SPEAKER_1
413.2,413.52,SPEAKER_0
413.52,414.72,SPEAKER_1
415.6,418.08,SPEAKER_1
418.64,420.4,SPEAKER_1
421.44,423.36,SPEAKER_1
424.24,424.64,SPEAKER_1
425.28,425.76,SPEAKER_1
427.36,429.12,SPEAKER_1
430.72,431.52,SPEAKER_1
434.32,434.88,SPEAKER_1
435.84000000000003,438.32,SPEAKER_1
439.03999999999996,439.91999999999996,SPEAKER_1
441.91999999999996,442.72,SPEAKER_1
447.12,447.76,SPEAKER_1
450.8,451.6,SPEAKER_1
453.6,458.48,SPEAKER_1
459.12,461.6,SPEAKER_1
462.8,466.4,SPEAKER_1
466.48,466.56,SPEAKER_1
466.64,471.76,SPEAKER_1
472.08000000000004,473.12,SPEAKER_1
473.76,476.15999999999997,SPEAKER_1
476.08000000000004,476.15999999999997,SPEAKER_0
477.6,478.32,SPEAKER_1
478.48,481.91999999999996,SPEAKER_1
482.24,482.32,SPEAKER_1
482.4,484.15999999999997,SPEAKER_1
485.68,487.44,SPEAKER_1
494.32,496.64,SPEAKER_1
497.28,500.56,SPEAKER_1
501.28,508.32,SPEAKER_1
516.16,518.16,SPEAKER_1
519.84,520.48,SPEAKER_1
526.24,526.72,SPEAKER_1
527.44,527.76,SPEAKER_1
528.4,529.12,SPEAKER_1
529.6,532.16,SPEAKER_1
532.64,533.44,SPEAKER_1
534.08,536.96,SPEAKER_1
535.6,536.16,SPEAKER_0
537.52,538.0,SPEAKER_0
538.16,540.96,SPEAKER_1
538.88,539.28,SPEAKER_0
543.6800000000001,543.92,SPEAKER_0
552.88,556.3199999999999,SPEAKER_1
556.8,558.1600000000001,SPEAKER_1
558.56,560.0799999999999,SPEAKER_0
561.6,565.28,SPEAKER_1
563.44,564.64,SPEAKER_0
566.0,567.36,SPEAKER_0
568.0,569.36,SPEAKER_1
571.44,575.04,SPEAKER_0
575.36,577.76,SPEAKER_0
578.48,578.56,SPEAKER_0
579.8399999999999,580.4,SPEAKER_0
581.2,592.0799999999999,SPEAKER_0
592.72,598.64,SPEAKER_0
599.2,599.52,SPEAKER_1
600.24,603.44,SPEAKER_0
603.6,603.84,SPEAKER_1
604.24,604.64,SPEAKER_0
607.52,609.92,SPEAKER_0
610.56,611.44,SPEAKER_0
612.32,614.48,SPEAKER_0
615.6,627.92,SPEAKER_0
628.4,639.12,SPEAKER_0
639.76,642.64,SPEAKER_0
643.92,645.6,SPEAKER_0
646.8,647.84,SPEAKER_0
648.0,649.84,SPEAKER_0
650.24,650.48,SPEAKER_1
650.56,650.96,SPEAKER_1
651.44,654.16,SPEAKER_1
654.16,656.24,SPEAKER_0
656.96,660.72,SPEAKER_0
660.88,661.92,SPEAKER_0
662.8,663.12,SPEAKER_0
663.28,668.08,SPEAKER_1
667.6800000000001,667.76,SPEAKER_0
670.24,672.88,SPEAKER_1
670.64,670.96,SPEAKER_0
672.88,673.2,SPEAKER_0
673.2,675.28,SPEAKER_1
675.44,678.88,SPEAKER_0
679.36,679.84,SPEAKER_1
679.84,683.76,SPEAKER_0
686.64,686.96,SPEAKER_1
686.88,687.44,SPEAKER_0
687.52,687.84,SPEAKER_1
688.0,688.16,SPEAKER_0
688.24,688.64,SPEAKER_1
688.88,689.04,SPEAKER_0
690.16,691.76,SPEAKER_0
699.04,700.0,SPEAKER_1
700.72,702.56,SPEAKER_1
705.6,708.16,SPEAKER_1
708.24,708.8,SPEAKER_0
708.88,711.6,SPEAKER_1
712.48,713.76,SPEAKER_1
714.56,716.3199999999999,SPEAKER_1
716.88,719.2,SPEAKER_1
719.92,720.88,SPEAKER_1
721.36,729.12,SPEAKER_1
729.92,732.64,SPEAKER_1
733.52,735.52,SPEAKER_1
735.84,736.72,SPEAKER_0
736.8,741.76,SPEAKER_1
741.92,743.6800000000001,SPEAKER_1
745.28,745.44,SPEAKER_1
745.6800000000001,747.2,SPEAKER_1
749.44,751.04,SPEAKER_1
751.84,754.24,SPEAKER_1
754.8,755.28,SPEAKER_0
755.36,756.3199999999999,SPEAKER_1
760.88,766.16,SPEAKER_1
768.24,772.3199999999999,SPEAKER_1
774.0,779.44,SPEAKER_1
778.8,778.88,SPEAKER_0
779.76,780.96,SPEAKER_0
781.28,781.76,SPEAKER_1
782.48,782.64,SPEAKER_0
782.88,785.2,SPEAKER_1
785.84,788.64,SPEAKER_1
788.8,788.96,SPEAKER_0
789.12,789.6,SPEAKER_1
790.56,790.88,SPEAKER_0
790.96,793.36,SPEAKER_1
794.0,794.08,SPEAKER_1
797.44,802.16,SPEAKER_1
804.24,805.04,SPEAKER_0
805.2,805.76,SPEAKER_1
805.6,806.56,SPEAKER_0
806.64,807.2,SPEAKER_1
807.52,810.64,SPEAKER_0
810.64,811.84,SPEAKER_1
811.84,812.16,SPEAKER_0
813.44,815.12,SPEAKER_0
816.96,820.08,SPEAKER_0
820.72,821.6800000000001,SPEAKER_0
821.76,821.84,SPEAKER_1
822.56,823.2,SPEAKER_1
823.36,823.6,SPEAKER_0
825.04,825.76,SPEAKER_0
825.76,826.24,SPEAKER_1
830.96,833.04,SPEAKER_0
