start_time,end_time,speaker
0.8,6.32,SPEAKER_01
7.36,9.76,SPEAKER_01
10.56,12.64,SPEAKER_01
14.8,15.36,SPEAKER_01
15.52,16.4,SPEAKER_01
24.4,26.32,SPEAKER_00
26.48,28.08,SPEAKER_00
28.48,31.84,SPEAKER_01
33.04,39.2,SPEAKER_01
39.92,40.0,SPEAKER_01
40.08,46.0,SPEAKER_01
46.16,46.64,SPEAKER_01
46.88,47.6,SPEAKER_01
47.84,50.96,SPEAKER_01
51.84,55.52,SPEAKER_01
56.56,56.96,SPEAKER_00
57.44,58.08,SPEAKER_01
59.12,62.32,SPEAKER_01
62.48,62.96,SPEAKER_00
63.2,63.6,SPEAKER_01
64.0,66.88,SPEAKER_00
68.24,71.84,SPEAKER_00
71.36,71.92,SPEAKER_01
73.2,74.0,SPEAKER_01
74.16,78.56,SPEAKER_01
79.44,80.0,SPEAKER_00
79.6,80.0,SPEAKER_01
80.8,81.36,SPEAKER_01
81.52,84.24,SPEAKER_00
86.16,86.88,SPEAKER_00
87.36,87.52,SPEAKER_01
87.44,88.4,SPEAKER_00
88.8,89.12,SPEAKER_00
89.44,91.04,SPEAKER_01
90.08,90.24,SPEAKER_00
92.08,94.16,SPEAKER_01
94.64,95.04,SPEAKER_00
95.28,96.24,SPEAKER_01
97.28,98.8,SPEAKER_01
98.88,99.36,SPEAKER_00
99.44,99.76,SPEAKER_01
100.32,102.96,SPEAKER_01
101.92,102.56,SPEAKER_00
103.84,107.12,SPEAKER_00
107.6,108.08,SPEAKER_01
107.68,109.44,SPEAKER_00
109.76,111.84,SPEAKER_01
112.64,114.72,SPEAKER_01
114.72,115.2,SPEAKER_00
116.32,117.6,SPEAKER_00
118.16,120.0,SPEAKER_00
120.56,124.16,SPEAKER_00
124.72,125.84,SPEAKER_00
125.92,127.28,SPEAKER_00
126.16,126.4,SPEAKER_01
127.68,129.76,SPEAKER_01
129.68,131.84,SPEAKER_00
132.8,133.36,SPEAKER_00
133.6,135.6,SPEAKER_00
135.52,137.44,SPEAKER_01
137.6,138.4,SPEAKER_00
138.64,142.24,SPEAKER_00
143.28,144.8,SPEAKER_00
145.44,148.32,SPEAKER_00
146.72,146.96,SPEAKER_01
147.92,148.48,SPEAKER_01
148.56,149.44,SPEAKER_01
150.0,152.56,SPEAKER_01
153.12,153.76,SPEAKER_01
169.36,169.92,SPEAKER_00
172.4,173.6,SPEAKER_00
176.64,178.0,SPEAKER_00
181.84,183.36,SPEAKER_00
187.12,188.56,SPEAKER_00
191.44,191.52,SPEAKER_00
191.6,193.44,SPEAKER_00
193.68,196.08,SPEAKER_00
197.12,199.76,SPEAKER_00
202.4,203.44,SPEAKER_00
204.08,205.6,SPEAKER_00
208.08,209.76,SPEAKER_00
211.36,212.8,SPEAKER_00
213.84,215.28,SPEAKER_00
217.92,219.2,SPEAKER_00
220.08,221.04,SPEAKER_00
222.4,222.72,SPEAKER_00
232.0,232.32,SPEAKER_00
232.8,233.2,SPEAKER_00
233.76,234.16,SPEAKER_00
239.6,240.0,SPEAKER_00
242.16,243.92,SPEAKER_00
247.2,249.44,SPEAKER_00
253.12,258.32,SPEAKER_00
261.6,262.08,SPEAKER_00
264.24,265.28,SPEAKER_00
266.32,268.08,SPEAKER_00
