start_time,end_time,speaker
0.08,23.76,SPEAKER_01
24.24,60.8,SPEAKER_01
63.12,64.48,SPEAKER_00
64.72,85.76,SPEAKER_01
87.68,134.24,SPEAKER_00
133.84,134.16,SPEAKER_01
134.32,194.16,SPEAKER_00
183.12,183.6,SPEAKER_01
194.08,210.64,SPEAKER_01
212.72,230.56,SPEAKER_00
230.48,231.92,SPEAKER_01
230.64,232.72,SPEAKER_00
234.24,241.44,SPEAKER_00
237.36,237.76,SPEAKER_01
239.44,251.36,SPEAKER_01
246.8,247.2,SPEAKER_00
253.04,286.64,SPEAKER_00
274.88,275.04,SPEAKER_01
286.72,300.07,SPEAKER_01
300.0,311.68,SPEAKER_01
313.52,390.56,SPEAKER_00
390.72,400.8,SPEAKER_01
394.24,394.32,SPEAKER_00
403.04,445.76,SPEAKER_00
445.44,469.04,SPEAKER_01
454.0,454.16,SPEAKER_00
470.56,506.0,SPEAKER_00
502.96,503.12,SPEAKER_01
506.96,521.44,SPEAKER_01
