start_time,end_time,speaker
0.16,2.56,SPEAKER_01
3.28,5.36,SPEAKER_01
6.48,6.56,SPEAKER_00
6.8,6.96,SPEAKER_00
10.16,11.28,SPEAKER_00
12.4,14.08,SPEAKER_00
27.2,29.44,SPEAKER_00
29.6,30.16,SPEAKER_00
31.92,34.88,SPEAKER_01
39.36,44.24,SPEAKER_01
44.96,48.16,SPEAKER_01
48.4,48.48,SPEAKER_01
48.64,51.36,SPEAKER_01
51.52,51.6,SPEAKER_01
51.68,56.0,SPEAKER_01
57.04,63.44,SPEAKER_01
64.24,74.48,SPEAKER_01
74.88,76.08,SPEAKER_01
76.16,79.2,SPEAKER_01
79.36,84.08,SPEAKER_01
84.24,85.04,SPEAKER_00
84.72,85.68,SPEAKER_01
86.0,86.32,SPEAKER_01
87.76,92.0,SPEAKER_01
93.76,94.0,SPEAKER_00
94.8,96.72,SPEAKER_00
95.6,96.56,SPEAKER_01
96.96,97.84,SPEAKER_01
97.52,98.4,SPEAKER_00
98.48,99.52,SPEAKER_01
99.44,102.08,SPEAKER_00
102.32,103.6,SPEAKER_01
103.12,104.0,SPEAKER_00
104.08,105.04,SPEAKER_00
105.2,110.64,SPEAKER_01
111.04,112.88,SPEAKER_00
113.44,114.16,SPEAKER_00
114.32,115.04,SPEAKER_01
115.2,116.72,SPEAKER_00
115.36,115.6,SPEAKER_01
117.28,119.36,SPEAKER_00
120.4,121.36,SPEAKER_00
121.76,125.6,SPEAKER_00
124.56,124.88,SPEAKER_01
126.8,129.44,SPEAKER_00
130.08,134.48,SPEAKER_00
132.96,133.36,SPEAKER_01
135.44,137.04,SPEAKER_00
137.84,138.8,SPEAKER_00
139.44,139.92,SPEAKER_01
139.52,142.48,SPEAKER_00
142.72,143.76,SPEAKER_00
144.16,145.52,SPEAKER_00
145.84,147.68,SPEAKER_00
147.36,147.68,SPEAKER_01
147.84,149.76,SPEAKER_00
150.08,153.44,SPEAKER_00
150.08,151.12,SPEAKER_01
152.08,153.92,SPEAKER_01
154.48,155.76,SPEAKER_01
156.0,161.84,SPEAKER_01
162.16,162.8,SPEAKER_00
162.64,163.6,SPEAKER_01
163.52,164.88,SPEAKER_00
164.8,165.2,SPEAKER_01
165.52,165.92,SPEAKER_00
166.08,166.24,SPEAKER_01
166.24,166.64,SPEAKER_00
168.08,169.04,SPEAKER_00
169.52,172.48,SPEAKER_00
172.88,176.08,SPEAKER_00
177.68,178.32,SPEAKER_01
180.4,190.32,SPEAKER_01
190.88,201.12,SPEAKER_01
201.12,201.36,SPEAKER_00
201.36,204.08,SPEAKER_01
205.04,216.24,SPEAKER_01
214.08,214.4,SPEAKER_00
216.32,220.8,SPEAKER_01
